O₃ [µg/m³],NO₂ [µg/m³],SO₂ [µg/m³],PM2.5 [µg/m³],CPC [1/cm³],NOₓ [µg/m³ eq. NO₂]
20.9,36,1.3,20.9,12257.8,37
25.2,25.1,1.3,18.8,10599.5,25.8
28.2,19.3,1,16,8997.4,19.7
34.2,13.9,0.7,13.9,7563.9,14.5
40,11,0.7,11.9,5920.3,11.4
38.1,10.6,0.7,12.5,6513.9,11.7
42.4,10.2,0.8,11.6,6501.7,11.7
50.3,9.4,0.7,12,4970.6,11
56.2,7.9,0.7,11.6,4496.5,9
57.8,8.1,0.7,11.8,5019.1,9.1
66.4,6,0.6,9.7,4010.0,7.2
70.1,6.4,0.7,8.8,4385.0,7.4
74.3,5.7,0.8,8.8,3974.1,6.5
75.6,5.9,0.7,7.4,4985.1,7
71.1,6.7,0.7,11.3,4283.7,7.2
66,6.4,0.7,12.5,4008.0,6.9
62.3,9.2,0.7,13.9,6081.3,9.3
59.4,10.4,0.8,15.6,8063.8,10.9
55,12,0.8,16,9149.4,12.4
50.7,11.6,0.8,16.3,7676.6,12.1
48.6,10.9,0.8,16.8,7032.6,11.2
46.9,11.4,0.8,16.4,6500.2,11.8
42.2,13.2,0.8,16.7,6615.2,13.5
33.4,16.4,0.9,16.8,7839.7,16.4
32.4,18.5,0.9,21,9172.1,19
36.1,17.8,0.8,19.6,7293.0,18.3
36.7,19.3,1,18.5,8154.4,19.9
33.2,20.1,0.8,18.3,7673.4,20.7
20.5,31.8,0.9,18.8,10530.7,34.5
22.1,32.8,1.2,19.2,12418.3,39.5
26,32.9,1.2,20.4,13413.9,42
37.9,26.1,1.2,19.8,10596.1,36.3
57.4,18,0.9,17.9,7378.2,23.9
73.4,10.5,0.7,15.4,5129.6,12.5
73.5,9.8,0.6,13.2,4787.9,11.6
74,11.1,0.6,12.8,6428.2,12.9
69.8,14.9,0.6,13.5,5645.2,16.9
69.6,14,0.7,22.5,6994.3,15.6
65,17.1,0.7,11.2,6870.9,18.4
61.8,17.4,0.7,11.6,8099.2,18.2
57.6,19.4,0.7,12.3,9044.0,19.6
53.5,20.8,0.8,12.6,10209.9,21.2
50.1,21.6,0.8,14.3,11622.2,22.2
43.6,24.6,1.2,16.2,14531.0,25.1
38.7,22.9,1.2,16.8,13647.5,23.5
36.2,19.1,0.8,17.3,9976.5,19.6
36.2,16.4,0.7,16.4,7642.9,16.4
36.5,16.1,0.8,16.1,7610.3,16.8
37.2,15.2,0.7,14.8,6721.6,15.7
28.4,17.6,0.7,13.9,7115.3,17.9
21,18,0.6,13.8,7009.3,18.5
26.5,14.6,0.5,12.6,6302.0,15.1
32.3,12.7,0.6,12.1,5448.3,13.2
21.8,26.2,1.2,13.2,11899.5,42.2
16.7,43,3.1,16,18961.7,100.3
39.5,25.5,1.8,16.2,13565.5,46.9
57.5,15.4,1.2,13.7,8136.8,23
61.2,16.9,1,12.9,7334.9,25
66.3,13,0.8,11.6,6537.4,18.5
71.8,10.3,0.7,10.6,5967.7,13.9
74.2,10.8,0.8,10.3,6851.0,14.3
73.6,12.8,0.6,10.2,7673.2,15.3
72.1,13.9,0.6,8.8,8065.2,15.6
70.9,14.6,0.7,9.9,7186.5,15.6
68.3,16.1,0.7,9.5,7683.4,16.6
58.5,20.6,0.7,10.8,9747.9,21
48.4,23.6,1,14,15257.1,24
40.3,25.3,1,15.3,13672.1,26.1
37.6,22.3,1,15.3,10626.0,22.7
37,18.4,0.8,15.6,8922.5,19
21.9,31.5,1,15.5,10829.6,32.5
29.6,19.8,0.7,14,7900.1,20.4
23.3,24.4,1.3,14.4,8978.5,25.2
16.5,29.5,1.8,15.8,10345.0,30.4
16.2,29.3,1.9,15.4,10652.6,30.4
12.6,31.4,1.4,15.1,10341.2,33.6
11,35.2,2.1,14.9,13314.0,41.7
10.7,39.5,3.1,16.2,19795.6,74.7
16.5,38.2,3.4,17.6,21049.3,86.4
29.9,31.6,2.9,19.1,16744.8,63.5
44.6,24.4,2.1,19.1,12811.8,39.8
58.8,22.9,1.6,18.2,10402.4,34
69.9,21.2,1.3,15.5,9067.6,28.9
76.9,20.6,1.1,11.9,9575.3,27.4
86.5,12.4,0.9,9,7164.7,15.6
89.7,10.2,0.8,8.3,7267.4,11.9
91.4,8.5,0.7,8.1,6652.5,9.7
88.6,11.2,0.6,6,9334.7,12.1
76,21.8,0.7,5.2,14784.6,22.4
60.7,25.3,1,6.7,15341.9,26
46.8,29.2,1.2,10.1,15647.6,29.9
25.2,49.9,1.8,12.1,20505.8,51.3
26.4,42.8,4.5,13.5,16332.3,43.5
30.4,35.8,3.8,14,13796.0,36.7
26.4,33,5.7,14.8,13864.2,33.9
31.5,25.1,3.9,13.9,11497.5,25.7
28.1,25.5,3.9,13.1,11131.6,26.1
35.4,19.3,2.5,12.1,8428.8,19.6
29.7,23.9,2.7,12.3,10033.0,24.4
28.7,23.2,2.9,12.2,10455.3,24
17.6,33.1,3.1,12.8,13180.4,36.5
19.8,33.4,2.8,13.1,14416.4,48.8
21.9,37,3.2,16,18184.8,68
30.1,34.6,4.6,18.2,19684.9,63.7
37,35,3.6,16.9,17052.6,64
66.6,20.4,2.2,12.5,9182.6,28.8
86.2,10.1,1.3,9.6,5590.9,12.5
98.3,5.1,0.8,9.6,3663.3,5.7
102.3,5.2,0.8,9.5,4205.2,5.8
103.1,6.4,0.7,9.9,4987.4,7.2
105,6.2,0.6,9.9,4363.5,6.7
99.2,9.4,0.6,8.8,10469.1,10.1
94.2,10.6,0.6,10.5,11148.3,10.8
87.5,12.6,0.7,11.3,8430.5,12.9
76.2,17.4,0.9,12.8,13025.4,17.7
69.8,16.1,0.8,14.8,10730.6,16.5
83.4,7.8,0.7,13.3,4984.7,8
77,6.4,0.6,13,4232.1,6.1
76.1,6.4,0.6,12.5,3934.6,7.1
65.9,9,0.7,12.8,4920.7,9.7
28.1,36.6,1.7,16.8,10951.6,37
23.9,34.6,1.9,18.2,10372.5,35.5
33.7,25.1,1.3,15.6,8265.8,25.8
31.1,27.3,3.3,16.1,12400.3,28.2
14.8,41.2,3.5,16.8,15515.1,45.6
18.5,41,2.7,16.5,14735.4,61
30.2,36.9,2.6,18.8,17700.5,61.2
52.3,24.7,2.2,17.9,11268.8,36.2
61.1,23.9,1.9,18.3,12178.4,34.2
75.6,16.6,1.5,15.6,9770.9,22.1
84.4,13.1,1.2,12.3,8302.0,16.1
89.4,13.6,1,11.9,8090.4,16.2
90.8,14.5,0.9,12.2,8464.7,17.1
91.5,14.8,0.8,12,8011.7,16.8
93.9,14.1,0.8,10.7,6788.1,15.3
82.9,20.9,0.8,12.4,13295.9,21.9
78.1,14.5,0.8,11.8,8887.7,15
66.6,21.6,1,13.8,14337.7,21.8
48.8,32.1,1.1,19.1,18416.9,33.3
53.2,17.5,0.9,17,11192.7,18.1
43.7,18.6,0.9,16.8,11462.6,19.5
76.3,8.5,0.7,11.5,5181.8,8.8
92,3.2,0.5,5.8,1966.0,3.3
97.7,2.8,0.5,3.6,1459.6,2.9
93.1,2.9,0.4,2.3,1380.5,3
81.2,2.5,0.4,3.5,1488.4,2.4
79.9,2.2,0.3,4.1,1531.5,2.4
82.2,2.5,0.3,1.8,1176.9,2.7
79.9,3,0.4,2,2204.6,3.4
78.7,2.9,0.3,2.1,2472.1,3.1
82.3,1.9,0.3,2.3,1596.2,2.3
81.9,2.3,0.3,2.6,2832.2,2.8
84.9,1.8,0.3,2.5,2808.1,2.5
85.7,1.8,0.4,2.6,3760.4,2.5
87.3,1.7,0.3,2.8,4249.3,2.2
88.5,1.4,0.3,2.8,3921.7,1.6
89.6,1.5,0.3,2.6,5601.9,2
88.5,2.2,0.3,2.9,7003.7,2.8
88,2.1,0.3,3.1,7623.3,2.4
86.1,2.4,0.3,3.2,8675.8,3.1
82.1,4.1,0.3,3.7,10605.5,4.4
70.1,9,0.6,5.8,14455.9,9.4
58.3,11.6,0.7,8.1,16484.6,11.9
62.6,6.4,0.5,7.8,12160.0,7.1
61.4,4.2,0.4,7.3,9176.0,4.5
56,7.2,0.5,7.5,10084.7,7.3
51.4,9.6,0.5,6.9,10787.3,10
29.1,25.7,1.8,9.9,14908.3,26.4
38.5,19.4,2.7,8.6,12683.4,19.9
37.5,17.1,1.6,7.3,11050.6,17.4
40.6,15.5,1.7,6.6,9960.5,16
40.3,11.2,0.8,6.2,8395.1,11.6
30.6,17.6,1.4,6.8,11208.0,19.1
34.5,17,2.2,6.1,14191.3,22.1
43.5,12.8,1.9,6.4,11977.4,19.3
53.7,11.3,1.9,7.6,12944.9,16.6
63.2,10,1.1,6.7,9480.4,14.4
79,5.3,0.9,5.2,7132.7,7.1
87.7,4.2,0.8,4.9,10714.9,5.2
94.3,3.9,0.8,11.7,17316.6,5.1
98.3,3.3,0.7,4.6,16562.5,4.3
100,3.2,0.7,4.9,13449.7,4.1
101,3,0.6,5.1,10181.9,3.6
96.3,7.4,0.6,5.4,10915.1,8.1
94.4,6,0.5,5,7269.1,6.2
73.7,15,1,7,15473.3,15.3
71.7,9.5,0.7,7.7,10171.5,9.9
71.2,5.2,0.5,7.1,7055.1,5.5
50.1,18.8,1.2,8.2,14785.9,19.4
36.3,26.1,1.4,9.9,15182.4,26.7
44.9,17.2,4.5,9,12955.7,17.4
45.1,16.2,3.7,8.7,10613.6,17.3
53.4,11.8,2.7,7.5,7933.4,12.2
48,12.8,1.5,7,8159.0,13.5
41.6,15.7,2.8,7.6,9881.5,16.2
32.6,23.6,2.2,7.6,11587.5,24.6
22.6,33.2,1.8,8.5,13710.3,36.2
26.4,33.8,2.2,9.1,14756.4,47.8
35,28.2,2,10.5,13983.1,44.4
37,32,2.4,11.5,16778.3,55.6
51.7,27.6,2.3,11.9,14795.6,43.4
82.7,14.2,1.6,7.6,9359.5,19.9
92,10.2,1.1,6.4,7944.4,13
98.1,9.4,1,7.2,8275.5,11.9
107.7,5.8,0.8,5.8,8111.3,7.2
108.6,8.4,0.7,4.6,9430.4,9.9
109,9.6,0.6,4.7,9416.2,11.1
108.5,10.8,0.5,4.4,8404.4,11.9
100.2,18.1,0.6,5.6,11459.4,18.8
75.5,25,0.9,8.1,19864.0,25.4
53,31.7,1.4,10.7,20152.4,32.7
45.6,35.6,1.8,12.7,17644.7,37
57.3,21.9,1.8,10.7,12441.4,20.1
48.3,23.2,2.5,10,12098.1,23.7
44.1,20.8,2.2,9.8,11270.9,21.2
39.7,18.2,1.9,9.8,9785.3,19.6
49.8,16.7,1.8,9.3,9216.7,16.9
46.8,17.8,2.7,10.2,9820.7,18.3
43.7,19.2,2.2,9.6,10250.1,19.7
33.1,30.6,2.4,11.1,12913.7,31.4
21.8,41.4,2.8,12.4,16108.0,47
25.8,39.2,2.8,13.5,16548.5,55.3
32.5,35.9,2.4,14.3,17030.7,58.7
37.8,34.5,2.9,15.5,15389.7,58.2
-,-,-,15,13615.9,-
-,12.9,1.2,11.5,10335.0,16.1
99.2,10,1,11,8810.1,12.2
106.1,6.9,0.8,6.7,7404.9,8.3
107.9,7.6,0.7,6.2,9088.5,9.2
112,9.7,0.7,8.6,10857.8,11.1
114.6,9.8,0.7,8.5,8082.6,10.9
116.1,10.3,0.7,7.9,7744.3,10.9
103.6,18.6,0.7,8.6,9192.0,19
83.2,27.7,0.9,10.6,18067.9,28.3
59.2,26.8,1.1,14.4,17607.5,27.6
53,29.6,1.2,17.7,19399.8,30.2
56.6,22.6,1.7,13,13168.9,23
52.5,20.8,1.8,11.4,11141.5,21.2
56.6,15.3,2.1,10.2,9371.3,15.7
55.3,16.5,3.3,10.5,10125.5,16.5
52.7,15.5,2.7,10.4,9373.0,16
49.2,16.8,3,10.3,10181.9,17.2
42.5,20.6,2.6,10.8,11194.9,20.7
40.4,22.3,1.5,11.1,10096.0,23.1
26.5,33.9,2.1,15.6,13278.6,37.4
25.1,42.6,3.6,16.1,18431.7,60.5
34,38.1,3.4,17.7,18152.3,60.2
37.6,37.2,3.9,19.3,19217.7,62.3
45.4,37.8,3.6,20.5,19492.2,61.6
76,26.2,2.6,16.9,16091.5,35.6
104,12.9,1.4,11.8,8182.6,15.5
113.1,8.4,1,10.5,7315.4,9.4
118.8,4.8,0.8,9.7,5466.2,5.4
118.7,3.3,0.6,9.5,5007.0,3.5
117.9,2.8,0.6,9.4,4095.0,3.5
114.7,3.5,0.5,9.2,4292.9,3.6
109.4,6.5,0.6,10.5,9664.0,6.9
85.7,12.8,0.6,12.3,12989.1,13.5
68.4,23.4,1.3,14.9,20031.2,23.9
65.1,20.6,1.5,19.2,18904.1,21.5
65.5,17.5,1.6,13.2,13149.8,17.9
59.4,14.7,1.2,18.4,18468.4,15.3
63.3,15.7,3.7,13.4,10808.7,15.9
62.4,14.4,2.7,13.4,9326.4,14.5
61.1,14.1,2.9,13.4,9009.6,14.6
57,16.4,2.7,13.4,8914.1,16.8
51.9,19.3,3,13.7,10407.2,19.8
44.6,25,2.5,14.3,11406.5,25.6
38.1,31,2.4,14.2,13003.2,33.8
26.2,42.9,3.8,16.5,17951.8,60
32.7,41.4,4.2,18.4,19675.6,67.5
44.8,41.1,4.4,18.8,20158.5,64.2
65.1,34.2,4,16.3,18577.5,48.5
94.3,18.7,1.6,11.1,9901.4,23.6
107.2,6.9,1,8.7,8176.8,8.2
108.2,2.4,0.6,6.6,4834.8,2.4
105.3,2.1,0.5,6,5088.3,2.3
110.3,3.5,0.5,6.9,5485.1,4.2
106.9,2.1,0.5,6.6,4651.4,2.3
105.1,3.1,0.4,6.7,6296.4,3.7
98.2,4.2,0.4,7.8,7591.4,5.1
96,11.9,0.7,10.2,14051.7,12
90.3,14.6,0.9,12.9,17086.8,15.3
68.8,15.8,0.8,15.3,15074.1,16.4
67.1,11,0.7,13.7,11249.5,11
66.9,10.2,0.6,11.6,10190.4,10.6
55.4,13.5,0.7,11.8,10180.1,13.7
56.2,8.4,0.6,10.3,6994.0,8.3
61.2,9.6,0.9,12.6,7354.3,10.4
58.8,11.7,1.2,21.6,7341.7,12.4
55.6,14.6,1.3,33.7,7153.9,15.2
60.9,14.3,1.2,44.7,7091.8,14.7
57.5,13.7,1,40.2,6257.6,14.4
49.9,14.2,1.1,30.8,6397.1,15.7
48.1,14,1.2,21.1,8568.2,17.3
52.2,13.8,1.3,16.8,12263.8,18.2
59,13.3,1.3,17.3,11917.0,17.9
65.9,13.2,1.3,19.5,11732.3,17.2
68.4,12,1.2,19.6,8756.7,15.5
76,10.2,1.1,19.1,7761.1,12.2
85.2,8.9,0.9,18.1,6768.1,10.6
88.6,7.6,0.7,15.3,6164.7,8.5
89.9,6.9,0.6,12,5443.5,7.6
90.1,7.1,0.5,9.5,5997.2,7.7
91.8,7.4,0.4,9.6,5786.4,7.6
88.3,9.3,0.4,10.4,5489.4,9.2
78.3,9.8,0.3,9,4745.4,10.1
72.3,9.7,0.4,10.1,8456.9,9.2
62.7,11.9,0.9,11.2,8957.1,12.3
59.5,13.3,0.8,11.6,8704.1,14
53.2,13.1,0.8,12,7450.5,13.9
50.7,12.4,0.6,12.9,6349.4,12.8
54.1,10.4,0.4,16.6,4112.6,10.8
50.2,10.3,0.4,20.3,4010.8,10
44.2,12,0.6,23.3,5194.1,12.1
43.3,12.4,0.6,22.9,5858.3,12.6
42,12.3,0.6,22.6,5791.1,13.2
39.7,14.8,0.5,20.8,6601.8,16.6
39.3,17.1,0.5,19.9,5597.5,19.8
47.4,12.1,0.7,20.1,5095.6,16.3
49.4,14.8,0.7,20.9,7212.2,20.4
61.7,10.6,0.5,18.3,4698.0,13.6
74.9,7.3,0.4,12.1,3692.8,8.1
78.2,7,0.4,12,4734.6,7.8
86.3,5.3,0.4,9.8,3821.3,6.2
86.5,5.5,0.4,8.4,4306.0,5.9
85.5,6,0.4,8,4420.2,6.9
85.4,6.1,0.4,7.6,5087.6,7.1
81.8,7.2,0.4,7.2,4584.1,7.7
78,9.9,0.5,6.7,6746.7,10.2
70.7,14.2,0.9,8.7,10664.8,14.5
65.3,15.9,0.9,9.3,11425.2,16.3
61.3,16.6,1,9.8,10812.5,16.8
50.9,21,0.7,10.1,11568.6,21.6
50.6,19.1,0.6,9.3,9518.4,19.5
48.4,18,0.9,9.5,8777.7,18.2
39.7,22.1,0.9,9.7,8477.8,22.5
23.8,26.5,1.1,10,9674.7,27.3
18.8,27.5,1.2,10.2,11000.3,28.4
19.2,25.7,1.1,9.7,10291.8,27.3
19.8,23.9,1,9.2,9383.4,30
37.2,16.6,1.2,10.2,9338.7,22.6
44.4,14.6,1.4,13.9,9635.7,22
58.6,11.2,1.2,11.7,7339.2,16.4
64.8,11.8,1.1,19.5,11594.7,17
71.5,9.5,0.9,9.6,13507.4,13.5
82.3,6.1,0.7,9.6,8257.8,8.4
87.5,4.7,0.6,8.8,6111.9,5.6
89.2,4.8,0.5,8.5,5875.9,6
92.5,4.5,0.6,8.6,5205.9,5.5
93.6,4.8,0.6,8,5116.8,5.4
93.7,5.3,0.6,7.6,4978.0,6.1
89.6,8,0.6,7.9,5457.1,8.4
87.8,8.2,0.7,7.5,5924.4,8.6
63,16.6,1,12.5,18217.4,17
60,10.2,0.7,10.5,8901.6,10.6
66.2,6.3,0.6,9.1,5899.8,6.3
63,6.7,0.5,9.1,5499.4,6.3
65.5,6,0.6,8,5153.5,6.5
52.5,11.2,0.8,8.7,7223.2,11.8
34.6,22.8,3.2,11,10687.9,23.8
39.1,16.3,2.6,11.7,8946.5,16.8
38.4,17.6,1.2,9.6,8368.4,18.1
27.9,25.5,2.4,9.9,11160.6,26.3
23.3,25.2,2,10.6,11019.8,28.2
27.4,20.3,2.2,10.9,11216.0,28
37.6,21.2,3.3,11.5,14538.2,31.6
82.5,6.2,1.2,12.1,4574.2,7.9
90.2,3.9,0.9,11.9,3666.2,4.5
90.2,4.1,0.8,12.5,3863.9,4.7
93.5,3.5,0.7,10.6,3808.3,4
97,2.9,0.5,6.8,2788.2,3.4
96.5,3.1,0.5,7.6,3358.9,3.3
95.8,3.7,0.5,9.3,3843.8,4.4
94.4,3.9,0.5,10.2,4125.4,4.2
90.9,4.9,0.5,12,8042.1,5
92,4.4,0.4,10.8,5145.1,4.7
70.6,6.6,0.4,4,2296.6,7.2
72.8,6.4,0.4,2.4,2767.0,6.8
84.1,5.6,0.3,3.2,3748.7,5.6
79.3,4.7,0.3,4,4718.4,4.9
75.5,4.4,0.4,4.7,4593.6,5
72.2,6.9,0.5,5.9,5479.6,7.4
67.1,9.1,0.4,7.2,6671.7,9.4
67.9,5.8,0.4,5.3,6384.4,5.9
57,9.3,0.5,5.6,8043.0,9.3
55.2,8.6,0.5,6.3,7393.5,9.2
46.1,12.1,0.6,6.2,8821.6,12.5
29.6,24.7,0.6,6.5,10679.1,29
47.5,13.5,0.6,6.8,7878.2,18
65.6,4,0.5,5.5,5066.5,4.9
68.9,3.8,0.5,4.2,4903.6,4.8
67.9,4.9,0.5,5.7,6695.0,6.7
73.9,3.2,0.4,4.5,4841.1,3.9
74,2.6,0.4,4.8,4915.7,3.4
74.3,3.1,0.4,5.3,5695.2,4.2
77.8,3.2,0.4,4.6,7269.0,4.4
77.2,3.1,0.4,3.9,6514.1,4
74.5,4.3,0.4,3.2,6526.6,5.5
76.3,3.2,0.4,3.6,4495.0,3.7
72.8,3.9,0.4,3.9,4310.2,4.3
72.6,4.1,0.4,5.1,4892.8,4.5
71.1,4.2,0.4,5.5,4912.7,4.3
69.2,4.4,0.4,5.8,4869.5,4.8
71.7,3.5,0.4,5,3599.2,3.7
71.8,3.6,0.4,5.9,4092.9,3.6
68.4,4.7,0.4,6.2,3964.0,5.1
66.7,4.9,0.4,5.9,3769.0,5.2
69.2,3.4,0.4,6,3570.4,3.5
69.1,3.7,0.4,6.8,3640.7,4.2
67.4,4,0.4,6.5,3924.8,4.5
66.7,4.7,0.4,6.2,3843.6,4.9
66.3,6.3,0.4,6.7,3813.0,6.7
68.8,5.6,0.4,7.1,3461.8,6.4
72,4.3,0.5,6.8,3311.5,5.5
75.1,3.1,0.5,6.2,2942.6,4.3
77,3.2,0.4,6,2763.6,3.9
79.9,2.8,0.4,5,4434.3,3.5
82.8,2.2,0.4,4.6,3036.7,3
83.5,2.6,0.4,4.7,3893.8,3.3
82.7,2.8,0.4,4.7,3885.2,3.5
84.2,2.6,0.4,4.2,5019.0,3.1
83.6,2.8,0.4,4.2,5020.6,3.3
81.3,3.5,0.5,4.8,4766.7,3.9
80.7,3.6,0.4,5.1,5098.5,3.7
79.4,4,0.5,5.3,5689.9,4.3
75.8,4.2,0.6,6.5,5846.2,4.3
77.3,4.3,0.7,6.3,4966.8,4.6
79.8,3.4,0.5,6.7,4498.7,3.7
82,3.3,0.6,6.7,4818.8,3.6
81.4,3.3,0.6,6.2,4601.8,3.4
71.6,5.1,0.7,6.7,4794.2,5.3
70.1,5.4,0.6,5.9,5136.1,5.6
62,12.9,1,6,7815.9,13.6
47.4,22.1,1.2,6.1,9309.8,22.6
42.2,28.6,1.2,7.2,11004.0,29.4
49.8,26.2,1.2,6,11936.6,29.9
18.9,63.8,3.2,10.1,22424.9,112.4
49.6,35.2,2.6,10,12678.6,54.3
77.1,11.5,1,8.9,6296.0,15.6
89.3,4.3,0.6,8,4905.1,5.6
93.4,2.9,0.6,6.9,3301.9,3.7
94.8,3.2,0.6,8,3882.7,4.1
95.7,4,0.5,7.9,4439.0,5
94.9,6.3,0.6,7.1,6159.6,7.9
96.3,6.2,0.6,7.3,6061.5,7.9
96.1,7,0.6,7.6,5720.3,8.4
96.4,7.4,0.6,8.6,5699.2,8.3
92,11.5,0.7,7.7,6493.0,12.2
81,19.2,0.9,8.4,10047.9,19.4
59.9,29.9,1.4,10.5,13227.2,30.6
42.9,40.4,1.6,13.3,15610.5,40.7
51,28,3.1,12.8,12912.1,28.1
50,24,3.8,12.4,11358.4,23.9
46.1,22.7,3.8,12.6,10951.5,22.5
47,20.8,3.9,11.7,10421.8,20.9
44.4,21,3.4,11.5,10226.8,21.5
41.9,22.5,3.8,11.3,10441.1,22.9
40.3,24.1,3.4,11.2,10730.5,24
33.7,29.6,3.2,11.3,11975.6,30.5
28.1,37.1,3.3,11.5,13715.1,40.5
30.9,36.7,2.8,11.2,14021.0,45
33.1,35,3,13,14666.5,48.1
39.4,29.5,2.2,12.6,13654.5,45.1
56.2,21.4,1.7,9.4,10348.9,31.1
58,26.3,1.7,10.5,12044.0,39.4
80,11.8,1.1,9.6,8428.8,15.7
89.6,7.8,1,8.1,8832.2,10
97.4,6.4,0.8,7.5,12826.2,7.7
103.5,3.1,0.6,4.9,9364.9,3.8
102.8,4.2,0.6,5.1,11133.3,4.6
103.8,3.9,0.6,5.2,9620.9,4.1
100.9,4.3,0.6,5.8,7669.9,4.8
99.1,4.3,0.5,6.4,8039.6,4.5
90.4,7.4,0.7,7.4,9036.6,7.9
77.5,16.6,1.1,8.8,12576.2,17.2
46.7,32.8,2.1,11.5,16917.7,33.2
44.6,25.2,1.5,11.5,12776.2,25.6
37.8,23.1,1.6,11.6,11991.2,23.6
42.4,22.4,1.6,11.5,12025.4,23.4
34,23.8,2.2,12,10963.0,24.2
32.1,23.6,2.5,11.1,10509.5,24.2
33.2,17.6,1.4,9.5,8312.2,18.3
31.5,19.7,1.5,8.4,8933.4,20.6
16.3,35.7,2.4,10.4,12373.9,39.9
32,34.3,2.7,10.2,11923.6,41
66.6,18.4,1.5,8.2,8809.3,22.2
75.9,12.1,1.6,6.8,11463.9,14.1
82.7,9.3,1.4,6.5,13001.2,12
91.3,6.2,1.1,6.5,12188.7,7.3
98.9,2.4,0.7,4.5,10155.9,2.9
100.4,3.6,0.7,4.5,16541.2,4.4
100,3,0.5,4.4,14898.8,3.7
99.7,2.1,0.4,2.9,9301.2,2.3
99.7,1.7,0.3,1.4,5056.0,1.8
96.9,2.1,0.3,1.7,6425.9,2.3
94.7,2.6,0.4,2.5,8937.0,2.9
93.1,2.8,0.4,2.8,7483.5,2.8
90.9,2.9,0.4,3.1,5075.5,3
89.7,2.8,0.4,3.2,4239.9,2.8
86.3,3.3,0.4,3.2,4103.6,3.5
81.6,3.9,0.5,3.5,4139.6,4.2
86.1,2.9,0.4,3.4,2852.1,2.8
87.7,2.6,0.4,3.5,3029.2,2.5
75.5,6.6,0.6,4.3,5564.1,6.6
66.8,11.4,3.5,5.6,8260.7,11.8
54.1,14.7,2.4,6.9,8304.5,14.8
49.4,16.8,1.7,6.6,8743.9,17.4
41.6,17.5,2.3,7.8,9720.2,19.1
44.6,17.4,3.5,8.2,11686.0,19.8
51.2,16,2.6,8.5,10915.3,19.6
54.1,15.4,4.5,9.4,23308.8,19.6
64.8,12.7,3.3,7.5,26384.8,16.6
81.1,7.3,1.4,6,18229.6,9.2
91.9,3.9,1,4.2,21920.5,4.8
87.9,3.6,0.5,4.6,13100.3,4
87.6,2.5,0.5,2.7,9586.5,3
82.1,3.1,0.5,2.5,4842.2,3.2
78.7,3.1,0.5,1.9,3475.2,3.2
74.8,4.2,0.4,1.4,4529.3,5
66.9,6.3,0.4,2.2,4533.6,6.8
65.2,4.5,0.4,2.4,4432.4,4.3
65.8,3.3,0.4,1.5,2824.2,3.2
61.2,3.1,0.3,1.7,2764.0,3.1
41.3,3.9,0.3,1.3,1104.5,4.2
43.7,3.4,0.2,1.8,993.8,3.8
47.3,3.7,0.2,1.8,1209.1,3.7
51.2,3.9,0.2,1.8,1144.0,4.1
51,4.2,0.2,1.3,1490.8,4.8
48,4.4,0.2,1.5,1715.1,4.8
47.7,5.2,0.2,1.3,2204.6,5.4
42.7,7.9,0.3,1.9,3471.1,8
41.3,11.4,0.3,2.1,4389.7,12.2
50.2,16.4,0.3,3.5,5588.5,17.9
61.4,14,0.3,6.9,5695.4,15.9
60.3,14.3,0.4,8.7,8241.1,17
61.9,12.7,0.6,11.8,8928.1,16.3
74.1,7.4,0.8,11,4662.3,9.6
77.4,8.2,0.5,9.6,3977.3,10.5
80,8.4,0.4,9.2,4129.9,11.3
81.1,7.5,0.3,9.1,4051.1,9.5
83.2,7.6,0.4,8.9,4632.2,9.1
84.3,6.5,0.4,8.2,3893.1,7.8
83.6,7.6,0.3,7.6,4332.4,8.5
81.6,8.9,0.4,7.2,4785.1,10.3
77.2,10.9,0.5,7.9,5888.6,11.4
61.3,16.9,0.7,9.4,9747.3,17.3
52.6,11.4,0.5,10.3,7725.5,11.7
53,8.3,0.4,9.7,5713.6,8.7
50.5,7,0.4,9.2,4698.9,7.4
45.2,8.4,0.4,9.7,5351.4,8.4
36.7,14.3,0.5,9.7,8109.5,14.6
31.3,15.4,0.5,9.4,6524.3,15.9
27.6,20.6,1,10.8,7807.7,21.1
22.2,27.4,1.7,12.7,10732.0,28.4
11.6,38.3,1.5,12.7,10737.4,40.9
5.9,47.5,2.2,14.4,16500.3,80.5
9.4,48,2.9,18,17098.4,94.7
20.5,35,1.8,17.3,12088.4,65.2
37.4,22,1.3,16.5,9671.1,34.6
45,18.7,0.8,20.4,7794.8,26.7
61.7,13.9,0.7,16.6,5775.2,17.5
73.4,10.5,0.7,12,3890.4,12.8
79.1,10.2,0.6,9.2,3992.4,11.9
77.7,12.4,0.7,8.6,5652.7,14.7
82.5,8.8,0.6,7.7,4013.1,11.2
89.9,6.4,0.5,8.2,3188.9,7.7
83.3,9.2,0.5,7.9,4026.4,9.7
85.9,9.1,0.6,8.3,4208.9,9.5
80.1,10.8,0.8,8.2,4744.1,11
69.5,17.8,0.9,8.2,7544.2,18.3
67.2,20.6,0.7,8.4,9204.2,20.6
63.6,19.2,0.9,8.9,7350.6,19.5
59.4,18.2,0.7,10.5,6270.8,18.4
54.7,18.7,0.8,12.2,5448.9,19.3
41.2,20.6,0.7,13.1,6795.2,21
26.8,20.3,0.7,12.4,7386.6,20.7
